id,code,type,discount,from,to,uses,maxUses,active,city,vehicleType,createdBy
PRO0963,WEEKEND30,Percentage,30,2024-03-19,2024-04-09,237,500,True,Mussoorie,Car,Arjun Sharma
PRO0964,HILL5,Percentage,5,2024-01-14,2024-02-03,499,500,True,Nainital,Car,Priya Admin
PRO0965,SUMMER300NOW,Flat,300,2024-03-15,2024-04-08,433,1000,True,All,Scooty,Priya Admin
PRO0966,SPEED30NOW,Percentage,30,2024-03-14,2024-04-02,252,500,True,Dehradun,Scooty,Arjun Sharma
PRO0967,FLAT10OFF,Percentage,10,2024-03-12,2024-04-10,335,500,True,Haridwar,All,Arjun Sharma
PRO0968,CAR150DEAL,Flat,150,2024-03-30,2024-04-04,481,100,True,Auli,Car,Arjun Sharma
PRO0969,SUMMER25,Percentage,25,2024-03-11,2024-04-03,194,1000,False,Mussoorie,Bike,Priya Admin
PRO0970,TREK25DEAL,Percentage,25,2024-02-11,2024-02-17,314,1000,False,Rishikesh,Scooty,Arjun Sharma
PRO0971,WEEKEND250OFF,Flat,250,2024-02-10,2024-02-22,98,100,False,All,Car,Arjun Sharma
PRO0972,CAR250NOW,Flat,250,2024-01-26,2024-02-17,300,500,True,Dehradun,Bike,Priya Admin
PRO0973,SPEED50,Flat,50,2024-01-06,2024-01-12,149,500,True,Dehradun,Car,Arjun Sharma
PRO0974,HILL10,Percentage,10,2024-03-07,2024-04-03,314,200,True,Mussoorie,Car,Priya Admin
PRO0975,WEEKEND500,Flat,500,2024-01-07,2024-01-18,202,200,False,Rishikesh,Bike,Arjun Sharma
PRO0976,TREK500DEAL,Flat,500,2024-03-13,2024-04-10,103,1000,True,Dehradun,All,Priya Admin
PRO0977,MOUNTAIN10NOW,Percentage,10,2024-04-01,2024-04-18,410,200,False,Dehradun,Scooty,Priya Admin
PRO0978,WEEKEND150DEAL,Flat,150,2024-03-15,2024-04-07,480,500,True,All,Bike,Priya Admin
PRO0979,SAVE300DEAL,Flat,300,2024-01-31,2024-02-18,403,100,False,Auli,Bike,Arjun Sharma
PRO0980,SAVE250,Flat,250,2024-01-18,2024-02-08,62,1000,False,Dehradun,Scooty,Priya Admin
PRO0981,HILL25,Percentage,25,2024-02-08,2024-02-15,391,100,False,All,Scooty,Arjun Sharma
PRO0982,WEEKEND300,Flat,300,2024-03-19,2024-04-07,137,1000,True,Dehradun,Bike,Arjun Sharma
PRO0983,GO250NOW,Flat,250,2024-03-03,2024-03-06,243,100,False,Rishikesh,Bike,Priya Admin
PRO0984,SUMMER15,Percentage,15,2024-02-06,2024-02-16,472,200,True,Dehradun,Bike,Arjun Sharma
PRO0985,CAR10DEAL,Percentage,10,2024-02-21,2024-03-10,418,100,True,Dehradun,Car,Priya Admin
PRO0986,BIKE20,Percentage,20,2024-01-04,2024-02-01,110,100,False,Mussoorie,All,Arjun Sharma
PRO0987,HILL15,Percentage,15,2024-01-25,2024-01-28,154,500,False,Haridwar,All,Priya Admin
PRO0988,GO150OFF,Flat,150,2024-01-04,2024-02-01,473,1000,True,Haridwar,Scooty,Priya Admin
PRO0989,GO25,Percentage,25,2024-03-04,2024-03-15,348,500,True,Rishikesh,Bike,Arjun Sharma
PRO0990,SAVE10OFF,Percentage,10,2024-03-09,2024-03-24,418,500,True,Rishikesh,Scooty,Arjun Sharma
PRO0991,FLAT150,Flat,150,2024-01-18,2024-02-02,278,500,False,All,Scooty,Priya Admin
PRO0992,WEEKEND10,Percentage,10,2024-02-04,2024-02-18,35,1000,False,Lansdowne,Bike,Priya Admin
PRO0993,TREK25NOW,Percentage,25,2024-01-14,2024-01-20,27,1000,True,Nainital,All,Priya Admin
PRO0994,SPEED20,Percentage,20,2024-01-24,2024-01-29,138,1000,True,Dehradun,All,Priya Admin
PRO0995,WEEKEND5,Percentage,5,2024-02-09,2024-02-14,66,500,True,Dehradun,Car,Priya Admin
PRO0996,SPEED30,Percentage,30,2024-02-14,2024-03-13,359,1000,True,All,Scooty,Arjun Sharma
PRO0997,HILL100OFF,Flat,100,2024-02-05,2024-03-04,411,1000,False,Dehradun,Scooty,Arjun Sharma
PRO0998,SPEED50OFF,Flat,50,2024-02-09,2024-02-20,8,200,True,All,Car,Priya Admin
PRO0999,CAR25NOW,Percentage,25,2024-03-20,2024-03-25,348,1000,True,Haridwar,All,Priya Admin
PRO1000,WEEKEND5NOW,Percentage,5,2024-01-13,2024-01-24,335,500,False,All,Scooty,Priya Admin
